,Adjective,Sentence,Noun
665,"['FINANCIAL', 'BIGGER', 'GREAT']",When the bubble the result was financial suffering and loss on the scale bigger than than anything since the great NASDAQ fell from points to and trillions of dollars of wealth lost,NASDAQ
666,"['INWARD', 'SPIRALING', 'RADICAL']",Schauberger machine operated on principles of inward spiraling movements of implosion generating electricity in a radical way,Schauberger
667,"['OTHER', 'COMPLEX', 'ELECTROMAGNETIC', 'HEAVY']",The Tesla electrostatic and other equipment created a complex electromagnetic heavy pieces of metal levitated and shot toward the and some pieces Hutchinson built a working space energy device the size of a microwave,Hutchinson
668,"['ELECTRIC', 'POSSIBLE', 'USABLE']",Bearden decided that the device was serving as a gate through which energy from space was being herded into an electric 330 microwatts of input power made it possible for the VTA wire coils to put out more than 500 watts of usable or about one and half million times the input power,Bearden
669,"['QUIET', 'ORDERLY', 'GIANT', 'ACTUAL']",weight was observed to be decreasing with an increased load of in a quiet orderly until a point was suddenly reached when Floyd heard an immense as if he were at the center of a giant whirlwind but without actual air movement,Floyd
670,"['POWERFUL', 'MASSIVE', 'EQUAL']",company has arguably been the most powerful force behind a massive redistribution of wealth that has left this country less equal than at any time since the Great depression,Great
671,"['ANNUAL', 'PERFECT', 'ECONOMIC']",In Wriston was promising shareholders 15 percent annual increases in before a perfect economic storm of and technology bust ravaged the economy,Wriston
672,"['LARGE', 'ENOUGH', 'UNABLE', 'OTHER']",The Crash Hazard rate quantifies the probability that a large group of agents place sell orders simultaneously and create enough of an imbalance in the order book for market makers to be unable to absorb the other side without lowering prices substantially,Hazard
673,"['LIKELY', 'HIGHER', 'STATIONARY']",Standard of per capita income is likely to be higher with a growing population than with a stationary one,Standard
674,"['FUTURE', 'IMMENSE', 'MIDDLE', 'PREVIOUS']",and India share many characteristics as future growth immense upwardly an emerging middle class whose aspirations and outlook on life differ from those of the previous generation,India
675,"['IMMATURE', 'FINANCIAL', 'MUTUAL', 'FOREIGN', 'INTELLECTUAL']",Weaknesses include immature financial systems mutual foreign weak links between Universities and and intellectual theft,Universities
676,"['EASTERN', 'MODERN', 'WESTERN']",At Premier Martial we teach the fundamentals of the Martial Arts by combining the time tested Eastern philosophy of the Martial Arts with the modern approach of Western teaching strategies,Martial
677,"['NATURAL', 'ELECTROMAGNETIC', 'HUMAN']",Today this natural environment is submerged beneath a torrent of electromagnetic fields that have never before been Cross Currents I will show how both the human body electric and the body electric have been damaged by this I will then explain what steps we must take to prevent the disaster that is fast approaching,Currents
678,"['NEGATIVE', 'ELECTRIC', 'CURRENT', 'PRIMITIVE']",limbs regenerate at the Neuroepidermal junction and negative electric current signals primitive cells in the blastema to redifferentiate and growth back the limb,Neuroepidermal
679,"['POSITIVE', 'LARGE', 'NEGATIVE']",the Dr Allison Apostoli treated cancers of the cervix and uterus with DC electricity by inserting a positive electrode into the tumor and passing between 100 to 250 milliamperes of current through the tumor to a large negative electrode on the abdomen producing electrolysis within the tumor,Apostoli
680,"['FOREIGN', 'INDISPENSABLE', 'WEALTHIEST']",Hamilton in times of public especially from foreign war are found an indispensable even to the wealthiest,Hamilton
681,"['STRONG', 'PRIVATE', 'POSITIONED', 'STABLE', 'OTHER', 'CAPABLE']",Hamilton engineered a strong central modeled after the bank of owned by the government but operated by private and positioned as a source of stable supervised by other and capable of lending money to the U,Hamilton
682,"['TIGHT', 'MONETARY', 'MEANINGFUL']",Fed man Greenspan said he pursue tight monetary policies until a meaningful deficit reduction package was enacted,Greenspan
683,"['INCREASED', 'UNLIKELY', 'RECENT', 'SIGNIFICANT', 'STEEP']",side effects from tax cuts arising from increased work and savings are unlikely to have revenue feedbacks of over Congress were to make recent tax cuts and fail to enact significant entitlement the county would face a steep rise in the debt burden in the next decade,Congress
684,"['OTHER', 'GALACTIC', 'GLOBULAR', 'WORST']",Gonzales studied other regions galactic globular edges of no matter where it its worst for life,Gonzales
685,"['MYSTIC', 'UNIVERSAL', 'FULLEST']",Charles Dickens says Mormonism can be seen as refusal to endow its own origins with the mystic while endowing those origins with universal import since they represent the implementation of the fullest gospel dispensation ever,Mormonism
686,"['DEMOCRATIC', 'AMERICAN', 'CHRISTIAN']",What weight or legitimacy does a label like heresy have in a Democratic In American society every Christian doctrine has been widely debated and discussed,heresy
687,"['RELIGIOUS', 'HERETICAL', 'GOVERNMENTAL']",Freedom of Religion protected and guaranteed religious tolerance and reduced heretical persecutions by a religious governmental entity,Religion
688,"['EXTERNAL', 'INTERNAL', 'RHETORICAL', 'POLITICAL', 'MORPHOLOGICAL', 'SOCIOLOGICAL']",Givens takes Mormonism out of the sphere of religion may be driven by external than internal the shift may be as much a function of rhetorical strategies and political imperatives as it is a consequence of some morphological or sociological,Mormonism
689,"['GREAT', 'CANONICAL', 'MODERN']",What Mormonism did challenge was the notion that God spoke to man through that a great apostasy removed authority from the and that a restoration was and God reveal new canonical utterances recorded as modern scripture,Mormonism
690,"['CHEMICAL', 'BIOLOGICAL', 'POSSIBLE']",The intelligence community case was the Iraq was rearming with chemical and biological weapons and when the State department discounted the Niger the director of WINPAC said it was possible,WINPAC
691,"['QUESTIONABLE', 'NUCLEAR', 'INCORRECT']",Chalabi introduced Mohammed to the Pentagon and the DIA found much of the WMD reporting questionable and his descriptions of alleged nuclear facilities demonstrably incorrect,Pentagon
692,"['BLIND', 'GENETIC', 'DARWINIAN']",It can be heaven or hell in a streams have no more purpose than do the blind genetic pathways of Darwinian evolution,heaven
693,"['PERSONAL', 'ETERNAL', 'ENDLESS']",The best case for Faith is the personal experience of being ransomed by Jesus Christ from eternal pain and to sing the endless songs of to the Lord and Master,Master
694,"['GREAT', 'NOBLE', 'INNER']",God selected great and noble spirits a Grand Council in as the inner circle,Council
695,"['ENDOWED', 'SUPERIOR', 'DIVINE']",light of Christ in its more pure and highly endowed expressions is given to man through the agency of superior beings who are appointed to be channels of the divine substance of truth and light,Christ
696,"['MAJOR', 'OTHER', 'RESPONSIVE', 'LITTLE']",the Spirit of God is life and since its major fruits are and those individuals who partake significantly of the influence of the Holy Spirit acquire a dept of life and with and about which other who aer less responsive to the Spirit know little,Spirit
697,"['ETERNAL', 'DILIGENT', 'INWARD']",may acquire truth by studying or of eternal and in his diligent study of the outward his mind may be enlightened by the Spirit to see the inward truth,Spirit
698,"['PEACEFUL', 'GREAT', 'MORAL']",The Holy spirit will teach an individual the peaceful things of the a great blessing in a time of war and moral decay,spirit
699,"['PROUD', 'QUICKER', 'EASIER']",Lily been so James are so proud of and Sirius tells is quicker and easier than falling,Sirius
700,"['IMMEDIATE', 'DRASTIC', 'DUTCH']",Rosner urge government to take immediate and drastic action to preserve Dutch society,Rosner
701,"['YOUNG', 'UNEMPLOYED', 'STEAD']",young me were unemployed and and they were being fed a stead diet of hate by their most of whom were imported and funded by our friends in Saudi Arabia,Arabia
702,"['DETERMINED', 'MAJOR', 'ISRAELI']",also want to know whether any of our more determined enemies were using Amsterdam as a base of operations for major attacks against Israeli targets in Europe,Europe
703,"['CENTRAL', 'ISRAELI', 'BETTER']",Carter tells is it that spent upward of fifty billion dollars propping up that but you found out about the Sword connection before we The central answer is that Israeli intelligence is better,Sword
704,"['ISLAMIC', 'DISASTROUS', 'RIPPLE']",If Egypt goes Islamic it will have a disastrous ripple effect across the region disastrous for my country and yours,Egypt
705,"['THOUGHTFUL', 'RESPONSIVE', 'PASSIVE', 'PATRONIZING']",Captain Rich moves from being thoughtful and responsive to a threat or passive and patronizing and increases the fustration level,Captain
706,"['OTHER', 'OMNIPOTENT', 'OMNISCIENT']",Asa Grey the other an omnipotent and omniscient Creator ordains everything and foresees everything,Creator
707,"['POWERFUL', 'GENETIC', 'INCOMPLETE']",the biomorph program is not powerful enough to represent the genetic phase space and it conclusions therefore are incomplete,biomorph
708,"['TIGHT', 'BUDHIST', 'AMERICAN']",The Japanese distributed throughout the United States away from tight knitted Budhist communities and intergrated into American culture 2,States
709,"['PERSONAL', 'LEGAL', 'CONSTITUTIONAL', 'MILITARY', 'FINANCIAL', 'JAPANESE']",included forced sell furniture and personal lotting of stored property was the Japanese were given prison numbers and report no legal representation constitutional preemption of personal liberties based on military national the Japanese were not fairly financial reimburse or restored for the and possession they the Japanese travel by cattle cars to camp and the women in and the Japanese spent years in forced confinement until the war neared completion,Japanese
